iter	Passed	Remaining
1666	26388	5271
1667	26403	5255
1668	26419	5239
1669	26435	5223
1670	26450	5207
1671	26465	5191
1672	26480	5175
1673	26495	5159
1674	26511	5144
1675	26528	5128
1676	26543	5112
1677	26558	5096
1678	26574	5080
1679	26589	5064
1680	26605	5048
1681	26620	5032
1682	26636	5017
1683	26652	5001
1684	26669	4985
1685	26684	4969
1686	26701	4954
1687	26717	4938
1688	26734	4922
1689	26749	4906
1690	26765	4890
1691	26779	4874
1692	26795	4859
1693	26812	4843
1694	26827	4827
1695	26842	4811
1696	26855	4794
1697	26870	4779
1698	26885	4763
1699	26900	4747
1700	26916	4731
1701	26933	4715
1702	26949	4700
1703	26965	4684
1704	26981	4668
1705	26995	4652
1706	27013	4636
1707	27028	4620
1708	27043	4604
1709	27060	4589
1710	27077	4573
1711	27091	4557
1712	27107	4541
1713	27122	4525
1714	27137	4509
1715	27151	4493
1716	27166	4477
1717	27182	4461
1718	27198	4446
1719	27214	4430
1720	27229	4414
1721	27244	4398
1722	27258	4382
1723	27272	4366
1724	27288	4350
1725	27303	4334
1726	27318	4318
1727	27335	4302
1728	27351	4287
1729	27367	4271
1730	27383	4255
1731	27398	4239
1732	27414	4223
1733	27429	4207
1734	27444	4191
1735	27460	4175
1736	27476	4160
1737	27492	4144
1738	27507	4128
1739	27523	4112
1740	27539	4096
1741	27554	4081
1742	27570	4065
1743	27585	4049
1744	27601	4033
1745	27617	4017
1746	27633	4001
1747	27648	3985
1748	27664	3970
1749	27678	3954
1750	27694	3938
1751	27709	3922
1752	27724	3906
1753	27740	3890
1754	27756	3874
1755	27772	3858
1756	27788	3843
1757	27802	3827
1758	27818	3811
1759	27835	3795
1760	27850	3779
1761	27865	3763
1762	27881	3748
1763	27897	3732
1764	27914	3716
1765	27929	3700
1766	27945	3684
1767	27960	3668
1768	27974	3653
1769	27990	3637
1770	28005	3621
1771	28021	3605
1772	28036	3589
1773	28051	3573
1774	28067	3557
1775	28083	3542
1776	28099	3526
1777	28114	3510
1778	28128	3494
1779	28145	3478
1780	28161	3462
1781	28176	3446
1782	28191	3431
1783	28206	3415
1784	28220	3399
1785	28236	3383
1786	28251	3367
1787	28266	3351
1788	28283	3335
1789	28299	3320
1790	28313	3304
1791	28329	3288
1792	28345	3272
1793	28360	3256
1794	28375	3240
1795	28390	3224
1796	28405	3208
1797	28421	3193
1798	28436	3177
1799	28452	3161
1800	28466	3145
1801	28480	3129
1802	28496	3113
1803	28512	3097
1804	28527	3081
1805	28544	3066
1806	28558	3050
1807	28574	3034
1808	28589	3018
1809	28604	3002
1810	28619	2986
1811	28634	2970
1812	28651	2955
1813	28667	2939
1814	28683	2923
1815	28697	2907
1816	28712	2891
1817	28729	2876
1818	28745	2860
1819	28761	2844
1820	28776	2828
1821	28791	2812
1822	28806	2796
1823	28822	2781
1824	28838	2765
1825	28854	2749
1826	28871	2733
1827	28888	2718
1828	28904	2702
1829	28919	2686
1830	28935	2670
1831	28951	2654
1832	28967	2639
1833	28982	2623
1834	28996	2607
1835	29011	2591
1836	29027	2575
1837	29042	2559
1838	29056	2543
1839	29072	2528
1840	29088	2512
1841	29103	2496
1842	29119	2480
1843	29135	2464
1844	29150	2448
1845	29164	2433
1846	29178	2417
1847	29193	2401
1848	29209	2385
1849	29224	2369
1850	29240	2353
1851	29255	2337
1852	29272	2322
1853	29287	2306
1854	29302	2290
1855	29316	2274
1856	29333	2258
1857	29348	2242
1858	29364	2227
1859	29379	2211
1860	29394	2195
1861	29410	2179
1862	29426	2163
1863	29442	2148
1864	29459	2132
1865	29475	2116
1866	29490	2100
1867	29506	2085
1868	29522	2069
1869	29538	2053
1870	29554	2037
1871	29571	2021
1872	29586	2006
1873	29603	1990
1874	29618	1974
1875	29633	1958
1876	29648	1942
1877	29663	1927
1878	29678	1911
1879	29693	1895
1880	29709	1879
1881	29724	1863
1882	29739	1847
1883	29755	1832
1884	29770	1816
1885	29785	1800
1886	29800	1784
1887	29816	1768
1888	29833	1753
1889	29847	1737
1890	29863	1721
1891	29879	1705
1892	29896	1689
1893	29911	1674
1894	29925	1658
1895	29942	1642
1896	29957	1626
1897	29973	1610
1898	29989	1595
1899	30004	1579
1900	30019	1563
1901	30035	1547
1902	30051	1531
1903	30068	1516
1904	30084	1500
1905	30101	1484
1906	30116	1468
1907	30133	1452
1908	30148	1437
1909	30162	1421
1910	30177	1405
1911	30192	1389
1912	30206	1373
1913	30222	1357
1914	30237	1342
1915	30251	1326
1916	30267	1310
1917	30284	1294
1918	30300	1278
1919	30316	1263
1920	30333	1247
1921	30350	1231
1922	30365	1215
1923	30382	1200
1924	30399	1184
1925	30416	1168
1926	30431	1152
1927	30449	1137
1928	30464	1121
1929	30478	1105
1930	30493	1089
1931	30509	1073
1932	30527	1058
1933	30543	1042
1934	30559	1026
1935	30573	1010
1936	30590	994
1937	30606	979
1938	30621	963
1939	30636	947
1940	30652	931
1941	30669	915
1942	30685	900
1943	30701	884
1944	30716	868
1945	30732	852
1946	30746	836
1947	30761	821
1948	30777	805
1949	30791	789
1950	30806	773
1951	30822	757
1952	30836	742
1953	30852	726
1954	30868	710
1955	30884	694
1956	30899	678
1957	30915	663
1958	30930	647
1959	30946	631
1960	30962	615
1961	30977	599
1962	30992	584
1963	31006	568
1964	31022	552
1965	31036	536
1966	31052	520
1967	31069	505
1968	31084	489
1969	31099	473
1970	31115	457
1971	31132	442
1972	31147	426
1973	31162	410
1974	31179	394
1975	31194	378
1976	31209	363
1977	31226	347
1978	31241	331
1979	31256	315
1980	31273	299
1981	31288	284
1982	31303	268
1983	31320	252
1984	31334	236
1985	31349	220
1986	31364	205
1987	31380	189
1988	31395	173
1989	31411	157
1990	31427	142
1991	31443	126
1992	31458	110
1993	31473	94
1994	31489	78
1995	31506	63
1996	31520	47
1997	31538	31
1998	31554	15
1999	31570	0
