iter	Logloss	F1
183	0.2820419444	0.8127261242
184	0.2819914475	0.8125646032
185	0.2819280154	0.8128194819
186	0.2818798464	0.8127261242
187	0.2818331686	0.8128409809
188	0.2817937038	0.8130277443
189	0.2817688962	0.8131211582
190	0.2817211068	0.813031487
191	0.2816463271	0.8131969192
192	0.2815904495	0.8133118749
193	0.2815398597	0.8133118749
194	0.2814602857	0.8133486766
195	0.2814270948	0.8134890948
196	0.2813771382	0.8136041894
197	0.281310449	0.8140686162
198	0.2812851787	0.8140686162
199	0.2812191237	0.8141623489
200	0.281208378	0.8141623489
201	0.2811726148	0.814183744
202	0.2811308845	0.814324371
203	0.2810748286	0.8142816009
204	0.2810265001	0.8142133149
205	0.2809554126	0.8143540119
206	0.2809157413	0.8144264562
207	0.2808595243	0.8142347115
208	0.2807956336	0.8146397695
209	0.2807410548	0.814708086
210	0.2806617964	0.8147550432
211	0.2806082655	0.8147849152
212	0.2805541394	0.8146012341
213	0.2805044661	0.8146951958
214	0.2804650752	0.8147165677
215	0.2804146212	0.8146183998
216	0.2803656809	0.8146183998
217	0.2803362058	0.8146183998
218	0.2802982777	0.8147592966
219	0.2802620734	0.8146695883
220	0.2801708245	0.814836179
221	0.2801024364	0.8144002769
222	0.2800491918	0.8142205806
223	0.2800033039	0.8144686743
224	0.2799145734	0.8145156638
225	0.2798664476	0.8141950375
226	0.2798162692	0.814242022
227	0.2797490607	0.814242022
228	0.279710192	0.8143532941
229	0.2796386213	0.8145412579
230	0.2795954774	0.8144258511
231	0.2795191837	0.8145412579
232	0.2794624188	0.8144300144
233	0.2794004604	0.8145026269
234	0.279373936	0.8144556056
235	0.2793342661	0.814917446
236	0.2792538836	0.8150586062
237	0.2791739948	0.8149474414
238	0.2791590042	0.8150629548
239	0.2790990734	0.8151784683
240	0.2790326278	0.8152726433
241	0.2789810283	0.8152085982
242	0.2789244533	0.8149988445
243	0.2788629817	0.8150930313
244	0.2788015314	0.8158473106
245	0.2787543589	0.8158518947
246	0.2787218671	0.8158046974
247	0.2786834802	0.8158001272
248	0.2786442402	0.8156631384
249	0.278592746	0.815615963
250	0.2785415791	0.8157575056
251	0.2785127029	0.8156935363
252	0.2784911804	0.815830585
253	0.2784564485	0.815830585
254	0.278440272	0.8158518947
255	0.2783934729	0.8159888934
256	0.2783449632	0.8158518947
257	0.2783140534	0.815920398
258	0.2782655038	0.8158990974
259	0.278201222	0.815967602
260	0.2781441854	0.8160453809
261	0.2781178378	0.8161139087
262	0.2780570112	0.8159981478
263	0.2780297436	0.8160666744
264	0.277968564	0.816135193
265	0.2778902651	0.8160194456
266	0.277808538	0.816135193
267	0.2777496627	0.8159981478
268	0.2777186086	0.8160453809
269	0.2776637346	0.8162083936
270	0.2776188281	0.8163714253
271	0.277575801	0.8165392634
272	0.2775063823	0.8163501621
273	0.2774819305	0.8164447018
274	0.2774426549	0.8163974292
275	0.2773950576	0.8165392634
276	0.2773415547	0.8168867269
277	0.2773182597	0.8168867269
278	0.2772564918	0.8168394232
279	0.2772094209	0.8168867269
280	0.2771833533	0.816934036
281	0.2771347108	0.8170237406
282	0.2770962848	0.817113414
283	0.2770562809	0.817113414
284	0.2769922632	0.816934036
285	0.2769558008	0.8169862696
286	0.2768994219	0.8173076923
287	0.2768555372	0.8171233273
288	0.2768286846	0.8171233273
289	0.276798454	0.8170548025
290	0.2767460209	0.8169862696
291	0.2766910972	0.8170074726
292	0.2766315026	0.8172391821
293	0.2765678696	0.8175021733
294	0.2765337933	0.8175495537
295	0.2765162388	0.8175495537
296	0.276473079	0.8177339901
297	0.2764197797	0.8176180817
298	0.2763917172	0.8176231884
299	0.2763447654	0.8176020408
300	0.2762838835	0.8178813707
301	0.2762175003	0.8179551122
302	0.2761567527	0.8182081763
303	0.2761128523	0.818044764
304	0.2760624726	0.8182767018
305	0.2760155626	0.8182767018
306	0.2759659672	0.8184401276
307	0.2759233314	0.8180236604
308	0.2758869565	0.8178128262
309	0.275850391	0.818044764
310	0.2758171374	0.8182714046
311	0.2757733488	0.8183452195
312	0.2757173507	0.8182820022
313	0.2756620548	0.8183980048
314	0.2756082891	0.8186829127
315	0.2755562287	0.8188044109
316	0.2755096218	0.8188044109
317	0.2754322972	0.818830905
318	0.2754198312	0.818830905
319	0.2753727711	0.8188098694
320	0.2753352792	0.8189525026
321	0.2752901864	0.8189259797
322	0.2752484324	0.8187202416
323	0.2752085491	0.8189525026
324	0.2751449021	0.8189049527
325	0.275074984	0.8190896424
326	0.2750247024	0.8190896424
327	0.274982168	0.8192267503
328	0.2749262849	0.8191106467
329	0.2748880943	0.8190896424
330	0.2748399024	0.8191791954
331	0.2747750891	0.8194379935
332	0.2747371908	0.8194170247
333	0.2746881667	0.8196968817
334	0.2746505666	0.8197920901
335	0.2745850021	0.8196549922
336	0.2745157079	0.8196283391
337	0.2744748622	0.8196549922
338	0.274426494	0.8197502178
339	0.274369834	0.8197083261
340	0.2743227011	0.819797839
341	0.2742688512	0.8199198094
342	0.2742236378	0.8197826466
343	0.2741611933	0.82
344	0.2741215209	0.82
345	0.2740657567	0.8200744359
346	0.273997344	0.8203965347
347	0.2739514335	0.8204174176
348	0.2738973428	0.8206291063
349	0.2738422111	0.8210942497
350	0.2737839351	0.8208408443
351	0.2737506846	0.8208200058
352	0.2736917594	0.8207722726
353	0.2736420058	0.8209693373
354	0.2735992389	0.8211751018
355	0.2735518092	0.8211542937
356	0.2735099544	0.8209901681
357	0.2734612546	0.8209363187
358	0.2734149107	0.8211273341
359	0.2733699766	0.8213330231
360	0.2733202194	0.821243674
361	0.2732678639	0.8216134473
362	0.2732256375	0.8214555821
363	0.2731719698	0.8213392286
364	0.2731304027	0.8216675394
365	0.2730610892	0.8216675394
366	0.2729976417	0.821646785
367	0.2729444391	0.821646785
368	0.2728879426	0.8217902456
369	0.2728201741	0.8219273743
370	0.2727599737	0.8219480973
371	0.2727194904	0.8219688155
372	0.2726526145	0.8221123072
373	0.2725816266	0.8222558491
374	0.2725266133	0.8219816044
375	0.2724619158	0.8221458928
376	0.2724057782	0.8223852784
377	0.2723573379	0.8224810716
378	0.2722935735	0.8224603914
379	0.2722508334	0.8225289766
380	0.2721876137	0.8227272727
381	0.2721290608	0.8226586631
382	0.2720566962	0.8227066092
383	0.271998927	0.8227272727
384	0.2719380945	0.8227958744
385	0.2718773266	0.8231522499
386	0.2718455462	0.8231522499
387	0.2717406528	0.822967065
388	0.27168308	0.8228091656
389	0.2716142805	0.8229051257
390	0.2715608226	0.8228504809
391	0.271509865	0.8234196408
392	0.2714537714	0.8235568513
393	0.2713813667	0.8239342159
394	0.2713131972	0.8241604478
395	0.2712638708	0.8244417235
396	0.2712156438	0.8243393034
397	0.2711533994	0.824504084
398	0.2711007091	0.824572662
399	0.2710359848	0.8246688838
400	0.2709781688	0.824531715
401	0.2709392164	0.8242572813
402	0.2708627047	0.8243740151
403	0.2707938644	0.8245388746
404	0.2707336754	0.824635143
405	0.2706886421	0.8244978982
406	0.2706348267	0.8245183888
407	0.2705766736	0.8247242164
408	0.2705094843	0.8246556152
409	0.2704324459	0.8246074826
410	0.2703792974	0.8246556152
411	0.270318995	0.8247518973
412	0.2702713948	0.8248963625
413	0.2702144959	0.8250204415
414	0.2701780472	0.8253226654
415	0.2701113427	0.8253022604
416	0.2700500818	0.8251854448
417	0.269991698	0.8252058635
418	0.2699383711	0.8253022604
419	0.2698941933	0.8256452178
420	0.269838439	0.8257898733
421	0.2698044192	0.8257898733
422	0.2697579865	0.8256805702
423	0.2697114858	0.8255433513
424	0.2696612169	0.8255712032
425	0.2695958587	0.8256194483
426	0.2695322493	0.8257363254
427	0.2694800986	0.8257363254
428	0.2694331845	0.825695581
429	0.2693705039	0.8257234727
430	0.2693148295	0.8258403975
431	0.2692742805	0.8258607588
432	0.2692231489	0.826308097
433	0.2691925013	0.8263564079
434	0.2691386907	0.8264250219
435	0.2690737427	0.8265902713
436	0.2689888041	0.8265419468
437	0.2689281613	0.8265825004
438	0.2688635298	0.826562226
439	0.2688338119	0.826610546
440	0.2687854938	0.8268241347
441	0.2687293658	0.8270096463
442	0.2686572315	0.8270096463
443	0.2685976901	0.8272030875
444	0.2685513178	0.8269973096
445	0.2685043701	0.8271063556
446	0.2684479082	0.8276225003
447	0.2684101425	0.8277758278
448	0.2683560458	0.8278242555
449	0.2683117778	0.827872689
450	0.2682522656	0.8276789892
451	0.268179584	0.8277274057
452	0.26812986	0.8279129621
453	0.2680700209	0.8279613922
454	0.2680102029	0.8280783855
455	0.2679680742	0.8281067166
456	0.2679139144	0.8280582695
457	0.2678729361	0.8279412625
458	0.267823847	0.8281067166
459	0.2677648415	0.8281551694
460	0.2676992985	0.8283206554
461	0.2676539601	0.8286516854
462	0.2675967905	0.8287887654
463	0.2675304154	0.8287603112
464	0.2674803061	0.8288372637
465	0.2674201671	0.8289057929
466	0.2673594829	0.8291198502
467	0.2673061916	0.8290228204
468	0.2672504465	0.8290228204
469	0.2672065311	0.8290513256
470	0.2671582697	0.8289542981
471	0.2671003557	0.8292568754
472	0.2670378858	0.8294909304
473	0.2669879096	0.829462353
474	0.2669578504	0.8294224355
475	0.2669255263	0.8293054011
476	0.2668786265	0.829588015
477	0.2668192967	0.8295195178
478	0.2667754674	0.8297623229
479	0.266730666	0.8299279902
480	0.2666749295	0.8299279902
481	0.2666377904	0.8300163896
482	0.2666010006	0.8300450793
483	0.2665369755	0.8302792577
484	0.2664861296	0.8303278689
485	0.2664447817	0.8304648168
486	0.2663819437	0.8302792577
487	0.2663275813	0.8305332787
488	0.2662504644	0.830484664
489	0.2662207675	0.830436055
490	0.2661656008	0.830436055
491	0.2661145471	0.8303874517
492	0.2660533961	0.8303874517
493	0.2659979631	0.8302991278
494	0.2659465186	0.830436055
495	0.2658896447	0.8303675954
496	0.2658290771	0.8303675954
497	0.2657916787	0.8304648168
498	0.2657520721	0.8303675954
499	0.2657122898	0.830484664
500	0.2656473622	0.830436055
501	0.265588854	0.830592779
502	0.2655423001	0.8305243446
503	0.2654914625	0.8308358698
504	0.2654490967	0.8308845051
505	0.2654169791	0.8308845051
506	0.2653737343	0.8308160637
507	0.2653454788	0.8308160637
508	0.2652894511	0.8309727262
509	0.2652273684	0.8310988818
510	0.2651739433	0.831147541
511	0.2651080604	0.831147541
512	0.2650609309	0.8311277667
513	0.2650016512	0.8311566618
514	0.2649268776	0.8310197388
515	0.2648663289	0.8310882043
516	0.2648029436	0.8313027179
517	0.264755194	0.8312737921
518	0.2646968651	0.8314001172
519	0.2646422291	0.8313514147
520	0.2645939289	0.8313514147
521	0.2645453603	0.8314488254
522	0.2644945945	0.8314777921
523	0.2644572384	0.8315752461
524	0.2644271929	0.8315265163
525	0.2643963884	0.8315555035
526	0.2643636412	0.8315752461
527	0.2643088373	0.8316239817
528	0.2642546498	0.83172147
529	0.2642053381	0.8316042436
530	0.2641534767	0.8316332513
531	0.2640991908	0.8314962477
532	0.2640585487	0.8314962477
533	0.264021636	0.8315160042
534	0.2639889524	0.83184803
535	0.2639394539	0.8317992613
536	0.2638684736	0.8317992613
537	0.2638166951	0.8316820074
538	0.2637714613	0.8316820074
539	0.2637114835	0.8317307692
540	0.2636487967	0.8317110355
541	0.2636127635	0.8319746642
542	0.2635848767	0.8320431621
543	0.2635427316	0.8320234604
544	0.2634885302	0.8320234604
545	0.2634499649	0.8320525606
546	0.2633995993	0.8319352379
547	0.2633456879	0.832081671
548	0.2633102158	0.8320328542
549	0.263255693	0.8321013728
550	0.2631943267	0.8322580645
551	0.263126797	0.8321990143
552	0.2630818336	0.8323163577
553	0.2630347049	0.8323163577
554	0.2629753021	0.8322675271
555	0.2629177788	0.832541498
556	0.2628861471	0.8325903332
557	0.2628166821	0.8323360319
558	0.262760683	0.8323651939
559	0.2627039077	0.8324432185
560	0.2626750869	0.8324432185
561	0.2626186447	0.8326487501
562	0.2625759251	0.8327661073
563	0.2625309255	0.832785731
564	0.2624814482	0.832736873
565	0.2624301763	0.8326779741
566	0.2623985934	0.8330204177
567	0.2623433807	0.8327661073
568	0.2622575348	0.8328345948
569	0.2622045436	0.8327953518
570	0.2621586682	0.8327560904
571	0.2621200806	0.8328734957
572	0.2620828518	0.8329420052
573	0.2620368095	0.8327560904
574	0.2619945197	0.8329909011
575	0.2619460573	0.8331963846
576	0.2618930985	0.8331768021
577	0.2618339917	0.8333137692
578	0.2617944796	0.8333137692
579	0.2617323823	0.8332452897
580	0.2616727424	0.8333137692
581	0.2616303415	0.8332942005
582	0.2615881176	0.8333235484
583	0.2615492041	0.8333235484
584	0.2615051761	0.8335289974
585	0.2614604789	0.8334605225
586	0.2614146726	0.8335094517
587	0.2613662302	0.8338517519
588	0.2613134498	0.8337343741
589	0.2612706984	0.8336953331
590	0.2612129012	0.8337637943
591	0.2611767774	0.8338517519
592	0.2611282341	0.8337833079
593	0.2610891281	0.8339006926
594	0.2610360471	0.833910644
595	0.2609900148	0.8340575455
596	0.2609205329	0.8339990602
597	0.260875968	0.8341555086
598	0.2608177168	0.8341555086
599	0.2607892837	0.8340480526
600	0.260738987	0.8340480526
601	0.2607119572	0.8342340226
602	0.2606711919	0.8342340226
603	0.2606231411	0.8343515038
604	0.260556647	0.8343515038
605	0.2605181073	0.8343515038
606	0.260473816	0.8342534947
607	0.2604265976	0.8344005169
608	0.2603837858	0.8342245989
609	0.2603241853	0.8344495359
610	0.2602844619	0.8345670309
611	0.2602307722	0.8347826087
612	0.2601659593	0.8345475911
613	0.2601237848	0.8345966273
614	0.2600928846	0.8347335644
615	0.2600640566	0.8346845259
616	0.2600230825	0.8347529813
617	0.2599912368	0.8348898678
618	0.2599580438	0.8349879575
619	0.259901784	0.8348510663
620	0.2598491934	0.8349685682
621	0.2598021097	0.8350666902
622	0.2597705197	0.8351157598
623	0.2597125205	0.8352526439
624	0.2596618358	0.8352526439
625	0.2596163065	0.8353894959
626	0.2595724602	0.8353404218
627	0.2595236759	0.8352720009
628	0.2594668696	0.8354088346
629	0.25941532	0.835321074
630	0.259378113	0.835350805
631	0.2593248638	0.8351157598
632	0.2592825317	0.8352526439
633	0.2592496735	0.8352526439
634	0.2592143359	0.8352526439
635	0.2591805911	0.8353998942
636	0.2591255712	0.8354683277
637	0.2590849278	0.8354683277
638	0.2590376294	0.8354980899
639	0.2590007215	0.8355963087
640	0.2589552285	0.8356647467
641	0.2589013484	0.8357331766
642	0.2588408136	0.8355174238
643	0.258799674	0.8356156333
644	0.2587472752	0.8356051704
645	0.2587117573	0.8357033729
646	0.25864376	0.8356542688
647	0.2585953141	0.8357524828
648	0.2585558865	0.8358208955
649	0.2585151944	0.8358700123
650	0.2584548362	0.8359191349
651	0.2583860671	0.835998119
652	0.2583405575	0.8359296926
653	0.2582939054	0.8361263009
654	0.2582556362	0.8361947319
655	0.2582149326	0.8362738179
656	0.2581711625	0.8364106786
657	0.2581316275	0.8363614982
658	0.2580748782	0.8364106786
659	0.2580429014	0.8364598647
660	0.2580048557	0.8364790968
661	0.257953371	0.8364491476
662	0.2579071338	0.8365475071
663	0.257875032	0.8365475071
664	0.2578355657	0.8366159092
665	0.2577900834	0.8366650988
666	0.2577246964	0.8368318928
667	0.2576646165	0.8372640122
668	0.2576262741	0.8373323924
669	0.2575822149	0.8372640122
670	0.2575422318	0.8370971536
671	0.2574952757	0.8374992648
672	0.2574573424	0.8376661569
673	0.2574139455	0.8376470588
674	0.257366594	0.8375977884
675	0.2573239443	0.8377154285
676	0.2572738699	0.8375977884
677	0.2572087718	0.8378139891
678	0.2571510914	0.8380985998
679	0.2570881894	0.838
680	0.2570455402	0.8381176471
681	0.2570059012	0.8381366898
682	0.2569662693	0.8382162607
683	0.2569324241	0.838284605
684	0.2568831422	0.8383529412
685	0.2568481155	0.8381859891
686	0.2568153093	0.8383339216
687	0.2567866504	0.8383339216
688	0.2567465873	0.8385009119
689	0.2567103294	0.8385009119
690	0.2566575649	0.8385312463
691	0.2566088482	0.8385995881
692	0.2565744629	0.8385995881
693	0.2565169887	0.8389147196
694	0.256463251	0.8389830508
695	0.256431982	0.8389830508
696	0.2563939426	0.8390324289
697	0.2563609871	0.8390513741
698	0.2563193422	0.8390324289
699	0.2562591963	0.8391122623
700	0.2562158384	0.8391312025
701	0.2561784368	0.8389945252
702	0.256135446	0.8389261745
703	0.2560981774	0.8388578157
704	0.2560497172	0.8391805981
705	0.2559855651	0.8390743685
706	0.2559503795	0.8391237781
707	0.2559197175	0.8391731936
708	0.2558862088	0.8392226148
709	0.2558509351	0.8391731936
710	0.2557987403	0.8394581861
711	0.2557589813	0.8396937574
712	0.2556803215	0.8400965899
713	0.2556517379	0.8400659522
714	0.2556105954	0.8401837239
715	0.2555705	0.8401837239
716	0.2555376544	0.8402332018
717	0.2555023693	0.8401837239
718	0.2554574903	0.8400659522
719	0.2554124749	0.8401154231
720	0.2553719659	0.8401648999
721	0.2553231549	0.8401837239
722	0.2552798629	0.8403885782
723	0.2552361151	0.840741831
724	0.2551876406	0.8411754314
725	0.2551445998	0.8412745156
726	0.2551091057	0.8412623646
727	0.2550774986	0.8412436698
728	0.2550482543	0.8413119001
729	0.2550135954	0.8412932101
730	0.2549725511	0.8414109888
731	0.2549191574	0.8413614415
732	0.2548907486	0.8414605418
733	0.2548492207	0.8413614415
734	0.2547668688	0.8413923081
735	0.2547188745	0.8413923081
736	0.2546865717	0.8413923081
737	0.254639961	0.8415596654
738	0.2546052166	0.8415596654
739	0.2545722316	0.8417270425
740	0.2545437071	0.8418944392
741	0.2545111069	0.8419440353
742	0.2544738173	0.8418075767
743	0.254443514	0.8417766258
744	0.2543867639	0.8415409991
745	0.2543548172	0.841609236
746	0.2543056566	0.8418138987
747	0.2542743476	0.84204947
748	0.2542289162	0.8424028269
749	0.2541854585	0.8425020615
750	0.254150081	0.8427687776
751	0.2541194511	0.8427873005
752	0.2540801693	0.8428369463
753	0.254035137	0.8428369463
754	0.2540004035	0.8430414041
755	0.2539518535	0.843072573
756	0.2539155414	0.8431903864
757	0.2538668202	0.8432088585
758	0.2538210643	0.8432769892
759	0.2537676866	0.843326658
760	0.2537157136	0.8432769892
761	0.2536497303	0.8433947818
762	0.2536140672	0.8432769892
763	0.2535857582	0.843326658
764	0.2535456562	0.8436119456
765	0.2535076495	0.843729752
766	0.2534757336	0.8436800565
767	0.2534390845	0.8436984688
768	0.2534065137	0.8436671966
769	0.2533655922	0.8437168767
770	0.2533118062	0.8435125744
771	0.2532734566	0.8438659521
772	0.2532350914	0.843797856
773	0.2531916419	0.8436800565
774	0.2531485256	0.8435310052
775	0.2530985499	0.8437168767
776	0.253047701	0.8437168767
777	0.2529851346	0.8436984688
778	0.2529553487	0.8437794533
779	0.2529202576	0.8437794533
780	0.2528922909	0.8437610463
781	0.252821259	0.8439469809
782	0.2527534455	0.8441145281
783	0.2527226003	0.8441826215
784	0.2526506603	0.8443318407
785	0.2526075078	0.8442139995
786	0.2525787241	0.8443318407
787	0.2525451758	0.8444994402
788	0.2524891925	0.8444496818
789	0.2524455587	0.8443999293
790	0.2523790185	0.8444496818
791	0.2523475791	0.8445492045
792	0.2523090173	0.8446487506
793	0.2522681568	0.8447300165
794	0.2522172481	0.8447798149
795	0.2521627534	0.8449790672
796	0.2521152456	0.845183351
797	0.2520844491	0.845183351
798	0.2520228674	0.845183351
799	0.2519873847	0.8452830189
800	0.2519457057	0.8455505101
801	0.251908538	0.8455821635
802	0.2518609659	0.8456003774
803	0.2518339392	0.8456003774
804	0.251794847	0.8457183298
805	0.2517682275	0.8457864009
806	0.2517198422	0.8457365255
807	0.2516762656	0.8456003774
808	0.2516250961	0.8456003774
809	0.2515975752	0.8457365255
810	0.2515495671	0.8459043463
811	0.2514965703	0.8460721868
812	0.2514420709	0.8458861693
813	0.251390597	0.8461039344
814	0.2513344928	0.8461719948
815	0.2512867999	0.8460721868
816	0.2512299327	0.8460721868
817	0.2511970215	0.8460721868
818	0.2511556134	0.8462763135
819	0.251095009	0.8462264151
820	0.2510522636	0.8462445466
821	0.2510196091	0.8462626739
822	0.2509748859	0.8463306808
823	0.2509515846	0.8463306808
824	0.2509174419	0.8463125626
825	0.2508631028	0.8463125626
826	0.2508004854	0.8464123578
827	0.2507585297	0.8465302753
828	0.2507226195	0.846729964
829	0.2506918994	0.846729964
830	0.2506404155	0.846947803
831	0.250613089	0.8469658548
832	0.2505517589	0.8471018338
833	0.2504875947	0.8470838002
834	0.2504538443	0.8469658548
835	0.2504225508	0.8469339623
836	0.2503897555	0.8468659709
837	0.2503611706	0.8468659709
838	0.2503208453	0.847069921
839	0.2502760979	0.8469839024
840	0.2502370909	0.8469839024
841	0.2502010984	0.8470518868
842	0.2501607249	0.8471517868
843	0.2501233197	0.8470019456
844	0.2500781751	0.8470019456
845	0.2500527689	0.8471018338
846	0.250005657	0.8471698113
847	0.2499615398	0.8471018338
848	0.2499111967	0.8470838002
849	0.2498866949	0.8471517868
850	0.2498326947	0.8472697252
851	0.2497962557	0.847319691
852	0.24975441	0.847319691
853	0.2497066089	0.8476055674
854	0.2496658172	0.8475375995
855	0.2496052636	0.8477555595
856	0.2495698705	0.8478055687
857	0.2495330587	0.8478555837
858	0.2494875948	0.8478555837
859	0.2494641999	0.8478376305
860	0.2494388982	0.8477696483
861	0.2493846629	0.8480235988
862	0.2493503247	0.8481236724
863	0.2492933439	0.8481916337
864	0.2492604625	0.8481916337
865	0.2492047217	0.8483275323
866	0.2491699496	0.8481916337
867	0.2491363196	0.848409748
868	0.2491086027	0.8484776965
869	0.2490630066	0.8486314299
870	0.249029086	0.848663638
871	0.2490021415	0.848663638
872	0.2489809359	0.848663638
873	0.248942971	0.848663638
874	0.2489109952	0.848781639
875	0.2488602256	0.848763793
876	0.2488390811	0.848917468
877	0.2488096761	0.8490176412
878	0.2487624329	0.848917468
879	0.2487184727	0.8489853705
880	0.2486591334	0.8489853705
881	0.2486134982	0.8488673903
882	0.2485738901	0.8490176412
883	0.2485148951	0.8488495575
884	0.2484844896	0.8488495575
885	0.2484301111	0.8489675516
