iter	Logloss	F1
886	0.2483863466	0.8489853705
887	0.2483398705	0.8490354551
888	0.2483119042	0.8489352917
889	0.2482776427	0.848917468
890	0.2482414195	0.8489853705
891	0.2481944391	0.8490532649
892	0.2481363732	0.8491033506
893	0.2481120474	0.8490354551
894	0.2480838964	0.8490354551
895	0.2480453535	0.8491679452
896	0.2480126462	0.849235853
897	0.2479601219	0.8490855457
898	0.2479108795	0.8491356422
899	0.2478855182	0.849235853
900	0.2478337657	0.8491679452
901	0.2478026317	0.849117838
902	0.2477776665	0.849117838
903	0.2477383095	0.8493037527
904	0.2476923558	0.8493215339
905	0.247648401	0.8493215339
906	0.2476114963	0.8493894166
907	0.2475789689	0.8493716443
908	0.2475349265	0.8493037527
909	0.2474852909	0.8493716443
910	0.2474443663	0.849439528
911	0.2474115614	0.8494039891
912	0.2473510443	0.8494217607
913	0.2473196554	0.8494896454
914	0.2472635707	0.8495074037
915	0.2472296181	0.8494572912
916	0.2471998371	0.8495752714
917	0.2471662326	0.8496253908
918	0.2471141988	0.849643131
919	0.2470808518	0.849643131
920	0.2470467438	0.849643131
921	0.2469885014	0.8497256475
922	0.2469594747	0.8498613651
923	0.2469041268	0.849743378
924	0.2468749347	0.8496932515
925	0.2468319702	0.8498436486
926	0.2467892052	0.8499970507
927	0.2467603053	0.8499970507
928	0.2467257764	0.8499970507
929	0.2466959125	0.8500471921
930	0.2466599846	0.8503184713
931	0.2466338348	0.8501651723
932	0.246605945	0.8503686228
933	0.246575173	0.8504865821
934	0.246554457	0.8504364237
935	0.2465085419	0.8504865821
936	0.2464675669	0.850554376
937	0.2464205264	0.8505367465
938	0.2463751015	0.8504513008
939	0.2463321323	0.850637093
940	0.2462860419	0.8505869168
941	0.2462438636	0.8505367465
942	0.2462156935	0.8505042165
943	0.2461755685	0.8504364237
944	0.2461382676	0.8507401073
945	0.2460955972	0.8508932256
946	0.2460743359	0.8508932256
947	0.246036128	0.8507225007
948	0.2459943221	0.85084046
949	0.2459570007	0.8509584193
950	0.2459292395	0.8510763786
951	0.2459053849	0.8509584193
952	0.2458412693	0.8511265778
953	0.2457987721	0.8511767829
954	0.2457753098	0.851194338
955	0.2457510513	0.8510261854
956	0.2457263531	0.8510261854
957	0.2456656216	0.8511616936
958	0.2456219897	0.8512971698
959	0.245596445	0.8515155089
960	0.2455613982	0.8515482159
961	0.2455120376	0.8516007311
962	0.2454836586	0.8517688679
963	0.2454342738	0.8517841345
964	0.245403272	0.8518693242
965	0.245374932	0.8519370246
966	0.2453433266	0.8518867925
967	0.2453183118	0.8518190931
968	0.2452802086	0.8518190931
969	0.2452558443	0.852004717
970	0.2452151355	0.852240566
971	0.2451774003	0.8523758991
972	0.2451457202	0.852290819
973	0.2451064988	0.8523913428
974	0.2450725259	0.8524590164
975	0.2450225627	0.8525595659
976	0.2449802772	0.8524067957
977	0.2449589381	0.8524570822
978	0.2448975617	0.8525924615
979	0.2448612174	0.8525595659
980	0.2448407591	0.8526601392
981	0.2447959774	0.8526948933
982	0.2447539435	0.8526619893
983	0.2447152552	0.8527296309
984	0.2446670354	0.8526446135
985	0.2446472151	0.8527122642
986	0.2446068927	0.852745179
987	0.2445549821	0.8526272336
988	0.244521735	0.8527954706
989	0.2444836572	0.852913423
990	0.2444386406	0.852913423
991	0.2444032997	0.8529810698
992	0.2443583857	0.8528110436
993	0.2443331801	0.8528787164
994	0.2443011823	0.852828408
995	0.2442573672	0.8527607362
996	0.2442162583	0.8528787164
997	0.2441689425	0.8530973451
998	0.2441299504	0.8530800094
999	0.2440930905	0.8531980175
1000	0.2440662158	0.8531303476
1001	0.2439969104	0.8531633617
1002	0.2439609961	0.8531806916
1003	0.2439318413	0.8531303476
1004	0.2439043037	0.8532483625
1005	0.2438767971	0.8531806916
1006	0.2438474347	0.8532310416
1007	0.2438083592	0.8531806916
1008	0.2437743432	0.8533160255
1009	0.243741892	0.8533333333
1010	0.2436990536	0.8533160255
1011	0.2436721011	0.8535693215
1012	0.2436276385	0.8536700496
1013	0.2435918078	0.8537376836
1014	0.243561664	0.8538556847
1015	0.243519221	0.8537880576
1016	0.2434781667	0.8537880576
1017	0.2434280948	0.8539060656
1018	0.2434030801	0.8538384375
1019	0.2433630872	0.8537376836
1020	0.2433038482	0.8538225578
1021	0.2432755005	0.8538901669
1022	0.2432404937	0.8539233038
1023	0.2432126465	0.8540412979
1024	0.2431492437	0.8540412979
1025	0.2431059924	0.8540412979
1026	0.2430681029	0.854159292
1027	0.2430504696	0.854159292
1028	0.2429988022	0.854159292
1029	0.2429760502	0.8542096879
1030	0.2429450626	0.8542096879
1031	0.2429014893	0.8544285124
1032	0.2428678197	0.8545636911
1033	0.2428304817	0.8547663992
1034	0.2427885445	0.8548843794
1035	0.242771075	0.8547835319
1036	0.2427295672	0.8547835319
1037	0.2426978202	0.8549852507
1038	0.2426718215	0.8547825574
1039	0.2426474095	0.8548672566
1040	0.2426068465	0.8549681378
1041	0.2425764269	0.8549005724
1042	0.242545218	0.8549681378
1043	0.2425233943	0.8549681378
1044	0.2424692998	0.8550527992
1045	0.2424212588	0.8550698991
1046	0.2423773181	0.855086995
1047	0.2423198901	0.8552049543
1048	0.2422824791	0.8552724699
1049	0.2422178798	0.855457923
1050	0.2421764099	0.8554913295
1051	0.2421275001	0.8553563001
1052	0.2420951023	0.8557102407
1053	0.2420454938	0.8557102407
1054	0.241997722	0.8557607221
1055	0.2419507267	0.8558282209
1056	0.2419086367	0.8558112094
1057	0.2418690665	0.8559292035
1058	0.2418091899	0.855794194
1059	0.2417881672	0.8558446923
1060	0.2417548371	0.8557771746
1061	0.2416844393	0.8557771746
1062	0.2416472806	0.855912202
1063	0.2416059679	0.8560302101
1064	0.2415622907	0.8560302101
1065	0.2415192421	0.8561146835
1066	0.2414615361	0.8559292035
1067	0.2414007934	0.8559797038
1068	0.2413636816	0.8560471976
1069	0.2413236117	0.8558787092
1070	0.2412748987	0.8560641812
1071	0.241244984	0.8561146835
1072	0.2412219435	0.8560641812
1073	0.2411932987	0.8560471976
1074	0.2411564699	0.8561821614
1075	0.2411063924	0.8561651917
1076	0.2410888102	0.8561482181
1077	0.2410511649	0.8561651917
1078	0.2410224031	0.8562157059
1079	0.2409705975	0.856333707
1080	0.2409347372	0.8565527822
1081	0.2408849796	0.8566707972
1082	0.2408439426	0.8567382582
1083	0.2407884984	0.8566877102
1084	0.2407685204	0.8566707972
1085	0.2407278853	0.8566707972
1086	0.2406866178	0.8566707972
1087	0.2406437352	0.8567888122
1088	0.240599051	0.8567382582
1089	0.2405729517	0.8568057113
1090	0.240526877	0.8568057113
1091	0.2404840833	0.8568731563
1092	0.2404417922	0.8568393721
1093	0.2404084204	0.8569068272
1094	0.2403590676	0.856889938
1095	0.2403219558	0.856889938
1096	0.2402875503	0.8569068272
1097	0.240249412	0.8571091306
1098	0.2402043683	0.857007967
1099	0.2401638809	0.8569068272
1100	0.2401417437	0.8569742743
1101	0.2400928953	0.8569742743
1102	0.2400688598	0.8570248422
1103	0.2400361341	0.8573282983
1104	0.2400047721	0.8573957166
1105	0.2399789222	0.8575305292
1106	0.2399623635	0.8574631268
1107	0.2399389567	0.8575811209
1108	0.2399033321	0.8576485163
1109	0.239869639	0.8576485163
1110	0.2398325225	0.857699115
1111	0.2397710265	0.8576317187
1112	0.2397340017	0.8575305292
1113	0.2396887319	0.8576317187
1114	0.2396595565	0.8578171091
1115	0.2396114667	0.8579351032
1116	0.2395639739	0.8581376136
1117	0.2395341807	0.858086977
1118	0.2394891251	0.8580363465
1119	0.2394678041	0.8580530973
1120	0.2394294646	0.858221724
1121	0.2394114722	0.858204992
1122	0.2393894542	0.8582556355
1123	0.2393522211	0.8584749764
1124	0.2393103224	0.8585763192
1125	0.2392814778	0.8586269996
1126	0.2392525913	0.8585763192
1127	0.239228658	0.8585256448
1128	0.2392031937	0.8585256448
1129	0.2391763363	0.8585256448
1130	0.2391257372	0.8584582694
1131	0.2390903865	0.8585256448
1132	0.2390545786	0.8585256448
1133	0.2390284932	0.8584582694
1134	0.2389922106	0.8585256448
1135	0.2389621299	0.8587277234
1136	0.2389242695	0.858879056
1137	0.2388733203	0.8587443946
1138	0.2388292795	0.8588117293
1139	0.2388002681	0.8588624026
1140	0.2387573901	0.8588624026
1141	0.2387226571	0.8588624026
1142	0.2387017292	0.8588624026
1143	0.2386662079	0.8589637673
1144	0.2386194925	0.8589804107
1145	0.2385818939	0.8591823491
1146	0.2385411222	0.8592330383
1147	0.2385281766	0.8592330383
1148	0.238488744	0.8592164267
1149	0.2384634059	0.8593003363
1150	0.2384346688	0.8591316659
1151	0.2383985855	0.8593510324
1152	0.2383642229	0.8594690265
1153	0.2383419595	0.8594690265
1154	0.2382986213	0.8592837336
1155	0.2382621772	0.8593510324
1156	0.2382163164	0.8593676262
1157	0.2381637234	0.8592837336
1158	0.2381298301	0.8593169351
1159	0.2380917635	0.8594856064
1160	0.2380578147	0.8595528815
1161	0.2380146113	0.8595021824
1162	0.2379732911	0.8595694485
1163	0.2379331383	0.8596367068
1164	0.2379126525	0.8595860117
1165	0.2378758567	0.8595694485
1166	0.2378394645	0.8596201486
1167	0.2377888652	0.8595363105
1168	0.2377447641	0.8595870206
1169	0.2377192878	0.8594690265
1170	0.2376556136	0.8594524428
1171	0.2376402995	0.8595031569
1172	0.2376000133	0.8594524428
1173	0.2375593948	0.8594017346
1174	0.2375135558	0.8595363105
1175	0.2374798369	0.8597050147
1176	0.2374402358	0.859839547
1177	0.2374096223	0.8599068012
1178	0.2373790939	0.859839547
1179	0.2373429945	0.859839547
1180	0.2373146336	0.859839547
1181	0.2372683511	0.859839547
1182	0.2372311362	0.8599068012
1183	0.237180674	0.8599575271
1184	0.2371424682	0.8599575271
1185	0.2370940865	0.8599575271
1186	0.2370495331	0.8599410029
1187	0.2370283522	0.8600082591
1188	0.2370128217	0.8600082591
1189	0.2369824222	0.860109741
1190	0.236940389	0.860109741
1191	0.2368981122	0.860109741
1192	0.2368774105	0.8601769912
1193	0.236838161	0.8601262462
1194	0.2368053039	0.8600589971
1195	0.2367694511	0.8599917399
1196	0.2367135431	0.8600755073
1197	0.2366708245	0.8604129794
1198	0.2366390038	0.8603622205
1199	0.2365741513	0.8604966673
1200	0.236555683	0.8604459125
1201	0.2365104272	0.8604623732
1202	0.2364652639	0.8604623732
1203	0.2364433836	0.8605295748
1204	0.2364118595	0.8605803255
1205	0.2363632654	0.8607147069
1206	0.2363280311	0.8607818857
1207	0.236270181	0.8606982779
1208	0.2362281765	0.8606639542
1209	0.2361947508	0.8608998172
1210	0.2361658199	0.8609669811
1211	0.2361303912	0.8611356802
1212	0.2361028185	0.8610341371
1213	0.2360500882	0.8611012852
1214	0.2360194154	0.8609162196
1215	0.2359968555	0.8609162196
1216	0.2359485547	0.8610505217
1217	0.2359107574	0.8611520547
1218	0.2358793617	0.8612191958
1219	0.2358463952	0.8611356802
1220	0.2358174592	0.8610685222
1221	0.2357871893	0.8610849057
1222	0.2357743989	0.8610849057
1223	0.2357360747	0.8610013564
1224	0.2357037742	0.8610013564
1225	0.2356687518	0.8610521349
1226	0.235629986	0.8611864607
1227	0.235593986	0.8613878899
1228	0.2355565187	0.8614550171
1229	0.2355357491	0.8614550171
1230	0.23549776	0.8614042327
1231	0.2354490739	0.8614042327
1232	0.2354058987	0.8613534544
1233	0.2353591014	0.8613534544
1234	0.2353222432	0.8614042327
1235	0.2352895938	0.8613371065
1236	0.2352445679	0.8612863291
1237	0.2352137011	0.8614042327
1238	0.2351768743	0.8614713511
1239	0.2351359414	0.8615729277
1240	0.2351123112	0.8615729277
1241	0.235092251	0.8615729277
1242	0.2350584488	0.8615729277
1243	0.2350269143	0.861623725
1244	0.2349997347	0.8616074061
1245	0.2349749091	0.8615566038
1246	0.2349327777	0.8615058074
1247	0.2348838474	0.861623725
1248	0.2348367032	0.8614550171
1249	0.2348024744	0.8615058074
1250	0.2347638864	0.8616908383
1251	0.2347242242	0.8616400401
1252	0.234708525	0.8616908383
1253	0.2346730503	0.861623725
1254	0.2346436157	0.8616400401
1255	0.234628678	0.8617071445
1256	0.2346040719	0.8615892478
1257	0.2345643582	0.8617742411
1258	0.2345048115	0.8616889622
1259	0.2344781628	0.8617560401
1260	0.2344591095	0.8618068242
1261	0.2344242586	0.8617905346
1262	0.2343642096	0.8618738951
1263	0.2343281037	0.8619246862
1264	0.2342899134	0.8620262863
1265	0.2342555537	0.8621624808
1266	0.2342308161	0.8621624808
1267	0.2342076223	0.8623474621
1268	0.2341701815	0.8626017219
1269	0.2341347151	0.8626179245
1270	0.2340971021	0.8626687894
1271	0.2340430837	0.8627358491
1272	0.2339970956	0.8627358491
1273	0.2339616734	0.862752034
1274	0.2339432779	0.8627011731
1275	0.2339087802	0.862752034
1276	0.2338787359	0.8626849832
1277	0.2338381352	0.862752034
1278	0.2337978788	0.8628029008
1279	0.2337701852	0.8627867209
1280	0.2337285033	0.8628537736
1281	0.2336839867	0.8628537736
1282	0.2336529842	0.8629208183
1283	0.2336120913	0.8630225839
1284	0.2335666725	0.8629046524
1285	0.2335350795	0.8629046524
1286	0.2334987089	0.8629902684
1287	0.2334712858	0.863006428
1288	0.2334467592	0.863006428
1289	0.2334204577	0.8630573248
1290	0.2333802073	0.863006428
1291	0.2333462337	0.8630734756
1292	0.2333129438	0.8630896226
1293	0.2332796533	0.8631566535
1294	0.2332379501	0.8630734756
1295	0.2331975571	0.8631405154
1296	0.2331818653	0.8630896226
1297	0.2331360302	0.8631405154
1298	0.2330806455	0.8631566535
1299	0.2330257992	0.863020158
1300	0.2329888294	0.8632050451
1301	0.2329675612	0.8631541726
1302	0.2329178554	0.8631541726
1303	0.2328721231	0.8632050451
1304	0.2328524944	0.8631889184
1305	0.2328091791	0.8633068081
1306	0.2327774983	0.8633738064
1307	0.2327259556	0.8634060106
1308	0.2326725161	0.863456892
1309	0.2326437865	0.8637247393
1310	0.2326049217	0.8637247393
1311	0.232555492	0.8636926159
1312	0.232505954	0.8638265276
1313	0.2324830634	0.8638265276
1314	0.2324583529	0.8638265276
1315	0.2324295289	0.8637595757
1316	0.2323807244	0.8637595757
1317	0.2323540973	0.8638265276
1318	0.2323082238	0.8638265276
1319	0.2322890972	0.8638265276
1320	0.2322645237	0.8638265276
1321	0.2322180933	0.8638774308
1322	0.2321764972	0.8640782419
1323	0.2321543498	0.8640782419
1324	0.2321169019	0.8641291539
1325	0.2320822572	0.8639952858
1326	0.2320435686	0.8642309959
1327	0.2320235695	0.8640622238
1328	0.2319808885	0.8641291539
1329	0.2319432395	0.8641291539
1330	0.2319163202	0.8642469951
1331	0.2318884052	0.8641800719
1332	0.2318687755	0.8642469951
1333	0.2318433824	0.8641291539
1334	0.2318044195	0.8641291539
1335	0.2317713647	0.86429792
1336	0.2317385077	0.8643648362
1337	0.2317207642	0.8643648362
1338	0.2316814196	0.864766168
1339	0.2316583265	0.864766168
1340	0.2316126985	0.864766168
1341	0.2315892204	0.8646992991
1342	0.2315499516	0.8648171055
1343	0.2315180426	0.8647502356
1344	0.231489747	0.8649508216
1345	0.2314447993	0.8649349119
1346	0.2314098512	0.865001767
1347	0.2313844607	0.8649508216
1348	0.2313549399	0.8648171055
1349	0.2313233462	0.8649508216
1350	0.2313005262	0.8650176678
1351	0.2312859159	0.865001767
1352	0.2312546395	0.8650686142
1353	0.231219239	0.865001767
1354	0.2311940135	0.8651546392
1355	0.2311564079	0.8651705248
1356	0.2311198693	0.865237366
1357	0.2310740301	0.8653041993
1358	0.2310486508	0.8653041993
1359	0.2310152325	0.865237366
1360	0.2309852251	0.865237366
1361	0.2309714484	0.8653041993
1362	0.2309309836	0.8651864067
1363	0.2308976952	0.865237366
1364	0.2308846184	0.865237366
1365	0.2308496809	0.8653551655
1366	0.2308181224	0.8653551655
1367	0.2307983422	0.8653551655
1368	0.2307678218	0.8654061377
1369	0.2307359557	0.8654571159
1370	0.2306884568	0.8655907645
1371	0.2306663636	0.8654061377
1372	0.2306485101	0.8655397844
1373	0.2306089226	0.865606596
1374	0.2305650431	0.8654888104
1375	0.2305468182	0.865504652
1376	0.2305227623	0.865555621
1377	0.2304857021	0.865606596
1378	0.2304602999	0.865657577
1379	0.2304275599	0.8656892186
1380	0.2304063297	0.8656892186
1381	0.2303544457	0.8656892186
1382	0.2303255222	0.8657911784
1383	0.2302986626	0.8660425131
1384	0.2302655431	0.8660935108
1385	0.2302374491	0.8660935108
1386	0.2302081698	0.8660935108
1387	0.2301664446	0.8661760377
1388	0.230139668	0.8661760377
1389	0.2301011426	0.8662585354
1390	0.2300641164	0.8662585354
1391	0.2300326374	0.8664587134
1392	0.2299976984	0.8664587134
1393	0.2299740952	0.8665764228
1394	0.229952215	0.8665254237
1395	0.2299090665	0.8664587134
1396	0.2298723724	0.8664587134
1397	0.2298341559	0.8665764228
1398	0.2298117606	0.8665764228
1399	0.2297734664	0.8664939958
1400	0.2297443806	0.8665097116
1401	0.2297077389	0.866678439
1402	0.2296692	0.8667451442
1403	0.2296382367	0.8667294561
1404	0.2296106003	0.8667294561
1405	0.2295756144	0.8666627421
1406	0.2295391655	0.8665960203
1407	0.2295118297	0.8667451442
1408	0.2294945344	0.8666117259
1409	0.2294663139	0.866678439
1410	0.2294338253	0.866678439
1411	0.2294074253	0.8669962335
1412	0.229366676	0.8669962335
1413	0.2293416328	0.867113936
1414	0.2293292253	0.867113936
1415	0.2292884253	0.8671806038
1416	0.2292648357	0.8673805601
1417	0.2292263272	0.8673139159
1418	0.2291868296	0.8672628854
1419	0.2291498308	0.8673139159
1420	0.2291125078	0.8673805601
1421	0.2290917808	0.8674315975
1422	0.229052267	0.8674826409
1423	0.2290330297	0.8673493409
1424	0.2290026705	0.8673493409
1425	0.2289666184	0.8673493409
1426	0.2289276163	0.8675492792
1427	0.2288937607	0.8676159096
1428	0.2288738079	0.8675492792
1429	0.2288438132	0.8675492792
1430	0.2288137531	0.8676314861
1431	0.2287849865	0.8675804459
1432	0.2287436987	0.8676314861
1433	0.228709578	0.8678512591
1434	0.2286735775	0.8678002
1435	0.2286320101	0.8676669609
1436	0.2286157183	0.8676159096
1437	0.2285773531	0.8676825322
1438	0.2285307985	0.867749147
1439	0.2284824702	0.8678668079
1440	0.228448813	0.8680510618
1441	0.2284278904	0.8681021297
1442	0.2283947488	0.8678668079
1443	0.2283561437	0.8680510618
1444	0.2283323795	0.8680510618
1445	0.2283046001	0.8680510618
1446	0.2282735534	0.868
1447	0.2282557958	0.8679334078
1448	0.228226234	0.8680665843
1449	0.2281992893	0.8681176471
1450	0.2281816192	0.8681842245
1451	0.2281496689	0.8682352941
1452	0.2281040303	0.8683018646
1453	0.2280626645	0.8681687158
1454	0.2280248537	0.8683529412
1455	0.2279949074	0.8684349821
1456	0.2279631283	0.8685526084
1457	0.2279318567	0.8684860605
1458	0.2279093316	0.8685526084
1459	0.2278519344	0.8685526084
1460	0.2278164808	0.8685526084
1461	0.2277714807	0.8686036937
1462	0.2277391872	0.8686036937
1463	0.2277015536	0.8687213269
1464	0.2276616663	0.8688746397
1465	0.227628941	0.8689768783
1466	0.2276043098	0.8689768783
1467	0.2275753307	0.868925756
1468	0.2275508299	0.8690434169
1469	0.2275306413	0.8690434169
1470	0.2274882242	0.8689411765
1471	0.2274400011	0.8688746397
1472	0.22741063	0.8688746397
1473	0.2273866428	0.8688592104
1474	0.2273618596	0.8689768783
1475	0.2273261722	0.8689768783
1476	0.2273033511	0.8691099476
1477	0.2272793537	0.8691253456
1478	0.2272597377	0.8690077054
1479	0.2272381142	0.8691253456
1480	0.2272094543	0.8691253456
1481	0.227177881	0.8691407399
1482	0.2271525264	0.8693402329
1483	0.227118452	0.8694067149
1484	0.2270899247	0.8694578384
1485	0.2270440678	0.8694731891
1486	0.2269978586	0.8695243135
1487	0.2269616416	0.8696112451
1488	0.2269250071	0.8696777229
1489	0.2268888793	0.8697288714
1490	0.2268385102	0.8697288714
1491	0.2267903834	0.8698823529
1492	0.2267438096	0.8698158715
1493	0.2266968112	0.8699335255
1494	0.2266780926	0.8699335255
1495	0.2266528146	0.8698823529
1496	0.22661807	0.87
1497	0.2265962415	0.8700664667
1498	0.22655165	0.8700152923
1499	0.2265047163	0.8701482004
1500	0.2264782493	0.8700970303
1501	0.2264589762	0.8701482004
1502	0.2264147982	0.8700152923
1503	0.2263689814	0.8701176471
1504	0.2263471363	0.8701841068
1505	0.2263156557	0.8703170029
1506	0.22628482	0.870368192
1507	0.2262456897	0.8706034584
1508	0.2262081201	0.8706546674
1509	0.2261752856	0.8707210916
1510	0.2261427485	0.8707875081
1511	0.2261224363	0.8707875081
1512	0.2260839931	0.8707362973
1513	0.2260579405	0.8707362973
1514	0.2260259496	0.8707362973
1515	0.2259994026	0.8707362973
1516	0.2259654605	0.870869105
1517	0.2259450002	0.8708027051
1518	0.2259062575	0.8708539167
1519	0.2258857318	0.8708027051
1520	0.2258574628	0.8709354971
1521	0.2258416057	0.8709354971
1522	0.2258161237	0.8709354971
1523	0.2257898353	0.8710530958
1524	0.2257609459	0.8710530958
1525	0.2257355727	0.8711194732
1526	0.2257056955	0.8711706944
1527	0.2256637449	0.8711706944
1528	0.2256416223	0.8711706944
1529	0.2256129407	0.8711706944
1530	0.2255787928	0.8714058917
1531	0.225538634	0.8713243943
1532	0.225505977	0.8713907674
1533	0.2254763295	0.8715898401
1534	0.2254558479	0.8716049383
1535	0.2254245466	0.8715234903
1536	0.2253713689	0.8713243943
1537	0.225342011	0.8715385972
1538	0.2253151419	0.8716049383
1539	0.2252719548	0.8716049383
1540	0.2252398106	0.8717225162
1541	0.2252173754	0.8717225162
1542	0.2251767997	0.8719214718
1543	0.2251490205	0.8719727251
1544	0.2250973009	0.8718702245
1545	0.2250550557	0.8718702245
1546	0.2250331282	0.8719365266
1547	0.2249948004	0.8719365266
1548	0.2249521049	0.8720540699
1549	0.2249278372	0.872039029
1550	0.2248999087	0.8719877748
1551	0.2248731183	0.8719214718
1552	0.2248414271	0.8719877748
1553	0.2248180326	0.8720540699
1554	0.2247921022	0.872105325
1555	0.2247743399	0.8720540699
1556	0.2247484423	0.8719877748
1557	0.2247037704	0.8720540699
1558	0.224673932	0.8720028209
1559	0.2246439271	0.8721565861
1560	0.2246142038	0.8722891566
1561	0.2245790235	0.8722228753
1562	0.224535904	0.8721716133
1563	0.2244862158	0.8721716133
1564	0.2244535531	0.8722378937
1565	0.2244372915	0.8722378937
1566	0.2244177292	0.8721866369
1567	0.2243834742	0.8723704313
1568	0.2243649647	0.8723191727
1569	0.2243191121	0.8724879539
1570	0.2242803819	0.8724366884
1571	0.2242548832	0.872421696
1572	0.2242329945	0.8725392255
1573	0.2242108892	0.8726054766
1574	0.2241787168	0.8727080395
1575	0.2241361798	0.8727080395
1576	0.2240990263	0.8727080395
1577	0.2240509224	0.87275933
1578	0.2240257691	0.872744372
1579	0.2240025014	0.872744372
1580	0.223967231	0.8728106265
1581	0.2239508904	0.8728106265
1582	0.2239205131	0.8729431124
1583	0.2238997388	0.8728768733
1584	0.2238714967	0.8729944167
1585	0.2238458693	0.8728918141
1586	0.2238236223	0.8729944167
1587	0.2237863679	0.8731930897
1588	0.2237521187	0.8732444027
1589	0.2237253427	0.8732444027
1590	0.2236853342	0.8734065676
1591	0.2236400857	0.8735091945
1592	0.2236237337	0.873575373
1593	0.2235924645	0.8736780259
1594	0.2235650874	0.8736780259
1595	0.2235310441	0.8736118456
1596	0.2234902615	0.8736631802
1597	0.2234529345	0.8736118456
1598	0.2234375757	0.8736118456
1599	0.223405078	0.8736118456
1600	0.2233740676	0.873560517
1601	0.2233536754	0.873575373
1602	0.2233267469	0.8736780259
1603	0.2233032345	0.873575373
1604	0.2232702122	0.8736266964
1605	0.2232489195	0.8736266964
1606	0.2232186988	0.8736266964
1607	0.2231867564	0.8736928681
1608	0.2231533056	0.8738617003
1609	0.2231198211	0.87387652
1610	0.223094197	0.8738617003
1611	0.2230678111	0.8739940081
1612	0.2230207825	0.8740967041
1613	0.2229823114	0.8741480611
1614	0.2229547929	0.8740967041
1615	0.2229264407	0.8742951128
1616	0.2229120187	0.8742803431
1617	0.2228968556	0.8742803431
1618	0.2228841211	0.8742803431
1619	0.2228438199	0.8743464724
1620	0.2228132513	0.8742951128
1621	0.2227929982	0.8742951128
1622	0.2227619957	0.874412594
1623	0.2227423365	0.8743612335
1624	0.2227009143	0.8744639605
1625	0.222668488	0.8744787078
1626	0.2226493527	0.8745448138
1627	0.2226254537	0.8745300752
1628	0.2226099286	0.8745300752
1629	0.222559303	0.8745448138
1630	0.2225361943	0.8745814486
1631	0.2225075905	0.8747650376
1632	0.222487438	0.8746622812
1633	0.2224545481	0.8747136564
1634	0.2224299328	0.8748311307
1635	0.2224082791	0.8748164248
1636	0.2223548877	0.8747650376
1637	0.2223154115	0.8747650376
1638	0.2222902895	0.8748311307
1639	0.2222419896	0.8749339129
1640	0.2222062315	0.875051401
1641	0.2221639126	0.8750367193
1642	0.2221390446	0.8751688891
1643	0.2221093398	0.8753010279
1644	0.2220667881	0.8754331356
1645	0.2220547913	0.875484553
1646	0.222031733	0.8753670856
1647	0.2219969754	0.8754331356
1648	0.2219587722	0.8753817242
1649	0.2219250781	0.8751982146
1650	0.2218971512	0.8751982146
1651	0.2218722195	0.8753303189
1652	0.2218295638	0.8752128722
1653	0.2217967659	0.8753303189
1654	0.2217689036	0.8752789196
1655	0.2217441024	0.8754109911
1656	0.2217209591	0.8754109911
1657	0.2216910282	0.8755284171
1658	0.2216570118	0.8754623921
1659	0.2216376798	0.8754623921
1660	0.2216049326	0.8754109911
1661	0.2215667725	0.8754109911
1662	0.2215343543	0.8753963594
1663	0.2215126446	0.8753303189
1664	0.2214792747	0.8753817242
1665	0.2214375088	0.8753817242
1666	0.2213947595	0.8753817242
1667	0.2213641725	0.8754477656
1668	0.2213432552	0.8754477656
1669	0.2213304558	0.8753817242
1670	0.2213118967	0.8753817242
1671	0.2212864827	0.8753817242
1672	0.2212645897	0.8754331356
1673	0.221243868	0.8754991778
1674	0.2212044168	0.8754991778
1675	0.2211902411	0.8754477656
1676	0.2211516821	0.8755137992
1677	0.2211269258	0.8755137992
1678	0.2211034854	0.875579825
1679	0.2210793765	0.8756458431
1680	0.2210436645	0.8756458431
1681	0.2210134597	0.8756458431
1682	0.2209773955	0.8759029776
1683	0.2209551968	0.8759029776
1684	0.2209269598	0.8758001057
1685	0.2209017267	0.8758661186
1686	0.2208740668	0.8758661186
1687	0.2208500809	0.8757632691
1688	0.2208203829	0.8756604438
1689	0.2207843787	0.8756604438
1690	0.220763679	0.8756604438
1691	0.2207194748	0.8758438509
1692	0.2206714524	0.8758584258
1693	0.2206574805	0.8758584258
1694	0.2206306435	0.8759758173
1695	0.22060499	0.8759244043
1696	0.2205805316	0.8760417889
1697	0.2205432698	0.875990375
1698	0.2205115297	0.8762396573
1699	0.220484641	0.8762027693
1700	0.2204544154	0.8762541806
1701	0.2204199122	0.8763055979
1702	0.2203940596	0.8763055979
1703	0.220374578	0.8763055979
1704	0.220347919	0.8763055979
1705	0.2203282917	0.8762396573
1706	0.2202924245	0.8763570213
1707	0.2202691009	0.8764229551
1708	0.2202525771	0.8764229551
1709	0.2202157848	0.8764084507
1710	0.2201817349	0.8764598861
1711	0.2201569371	0.8765113276
1712	0.2201394822	0.8765113276
1713	0.2200894551	0.8765627751
1714	0.2200626714	0.8765113276
1715	0.2200365019	0.8765627751
1716	0.2200096619	0.8765772639
1717	0.2199850583	0.8766431925
1718	0.219965711	0.8766431925
1719	0.2199408884	0.8765772639
1720	0.2199096404	0.8766431925
1721	0.2198735804	0.8765258216
1722	0.2198534441	0.8766946417
1723	0.2198109546	0.8766287123
1724	0.2197814522	0.8766801667
